DevID	 CerebusTime	 Roll	 Pitch	 Yaw	 xAcc	 yAcc	 zAcc	 xGyro	 yGyro	 zGyro	 xMagn	 yMagn	 zMagn	 q0	 q1	 q2	 q3
1	 117467.404000	 -0.005151	 -0.000898	 -0.104169	 0.011729	 -0.026530	 9.847630	 0.001847	 0.001823	 -0.000040	 1.008301	 0.294434	 -3.383545	 1.000000	 -0.000045	 -0.000008	 -0.000909
1	 117467.404000	 -0.003660	 -0.000816	 -0.105125	 0.009127	 -0.051986	 9.879989	 0.005576	 0.001705	 -0.001738	 1.006104	 0.298584	 -3.379395	 1.000000	 -0.000032	 -0.000007	 -0.000917
1	 117467.414000	 -0.005876	 -0.001623	 -0.104735	 -0.018146	 -0.054973	 9.848897	 -0.001833	 0.000006	 -0.000064	 1.010254	 0.298584	 -3.381592	 1.000000	 -0.000051	 -0.000014	 -0.000914
1	 117467.425000	 -0.004416	 -0.001488	 -0.104819	 0.040227	 -0.055229	 9.853013	 0.005512	 0.001810	 0.000089	 1.010254	 0.296631	 -3.383789	 1.000000	 -0.000039	 -0.000013	 -0.000915
1	 117467.435000	 -0.005081	 -0.001443	 -0.109603	 -0.019954	 -0.022069	 9.874610	 0.001847	 0.001823	 -0.000040	 1.010254	 0.300781	 -3.381836	 1.000000	 -0.000044	 -0.000013	 -0.000956
1	 117467.444000	 -0.005371	 -0.001302	 -0.109750	 0.010705	 -0.054572	 9.850958	 0.001847	 0.001823	 -0.000040	 1.014404	 0.298584	 -3.379395	 1.000000	 -0.000047	 -0.000011	 -0.000958
1	 117467.444000	 -0.005088	 -0.000329	 -0.117374	 0.008458	 -0.050997	 9.879994	 0.003693	 0.003646	 -0.000079	 1.010254	 0.298584	 -3.385986	 0.999999	 -0.000044	 -0.000003	 -0.001024
1	 117467.454000	 -0.004541	 -0.001011	 -0.116565	 0.010763	 -0.024941	 9.847635	 0.003602	 0.000092	 0.001956	 1.010254	 0.300781	 -3.379639	 0.999999	 -0.000040	 -0.000009	 -0.001017
1	 117467.465000	 -0.004385	 -0.001882	 -0.122406	 0.010323	 -0.053747	 9.850963	 0.003666	 -0.000013	 0.000129	 1.010254	 0.298584	 -3.385986	 0.999999	 -0.000038	 -0.000016	 -0.001068
1	 117467.475000	 -0.006432	 -0.002608	 -0.122564	 0.008300	 -0.050322	 9.879998	 -0.001833	 0.000006	 -0.000065	 1.008057	 0.300781	 -3.384033	 0.999999	 -0.000056	 -0.000023	 -0.001070
1	 117467.484000	 -0.006379	 -0.002740	 -0.128920	 -0.020557	 -0.020936	 9.874611	 0.003743	 0.001711	 -0.001802	 1.012451	 0.294434	 -3.385742	 0.999999	 -0.000056	 -0.000024	 -0.001125
1	 117467.494000	 -0.005832	 -0.003421	 -0.128110	 0.008156	 -0.049941	 9.880000	 0.003602	 0.000092	 0.001956	 1.010010	 0.302734	 -3.381836	 0.999999	 -0.000051	 -0.000030	 -0.001118
1	 117467.494000	 -0.004897	 -0.003398	 -0.135922	 0.008077	 -0.049566	 9.880002	 0.005512	 0.001810	 0.000089	 1.010254	 0.296631	 -3.376953	 0.999999	 -0.000043	 -0.000030	 -0.001186
1	 117467.505000	 -0.005193	 -0.004131	 -0.136016	 0.039687	 -0.023716	 9.849700	 0.001833	 -0.000006	 0.000065	 1.010254	 0.296631	 -3.383789	 0.999999	 -0.000045	 -0.000036	 -0.001187
1	 117467.515000	 -0.005687	 -0.003902	 -0.138804	 0.007923	 -0.049115	 9.880004	 0.001783	 0.001928	 0.001787	 1.010254	 0.298584	 -3.379395	 0.999999	 -0.000050	 -0.000034	 -0.001211
1	 117467.524000	 -0.005977	 -0.003761	 -0.138951	 0.009792	 -0.052319	 9.850971	 0.001847	 0.001823	 -0.000040	 1.008301	 0.298584	 -3.383789	 0.999999	 -0.000052	 -0.000033	 -0.001213
1	 117467.534000	 -0.006531	 -0.003704	 -0.142558	 -0.019143	 -0.022860	 9.845579	 0.001847	 0.001823	 -0.000040	 1.010254	 0.298584	 -3.383789	 0.999999	 -0.000057	 -0.000032	 -0.001244
1	 117467.544000	 -0.006852	 -0.003510	 -0.141833	 0.007463	 -0.048664	 9.880007	 0.001783	 0.001928	 0.001787	 1.012207	 0.302734	 -3.377441	 0.999999	 -0.000060	 -0.000031	 -0.001238
1	 117467.555000	 -0.006550	 -0.003528	 -0.150618	 0.007752	 -0.019333	 9.876675	 0.003743	 0.001711	 -0.001802	 1.010254	 0.296631	 -3.381592	 0.999999	 -0.000057	 -0.000031	 -0.001314
1	 117467.555000	 -0.005990	 -0.002463	 -0.149915	 0.009115	 -0.051489	 9.850976	 0.003630	 0.003751	 0.001747	 1.012451	 0.296631	 -3.381348	 0.999999	 -0.000052	 -0.000021	 -0.001308
1	 117467.565000	 -0.005686	 -0.001464	 -0.157188	 0.009254	 -0.022083	 9.847644	 0.003757	 0.003540	 -0.001907	 1.008057	 0.300781	 -3.379639	 0.999999	 -0.000050	 -0.000013	 -0.001372
1	 117467.574000	 -0.005982	 -0.002196	 -0.157282	 0.006205	 -0.076702	 9.883348	 0.001833	 -0.000006	 0.000065	 1.006104	 0.300537	 -3.379639	 0.999999	 -0.000052	 -0.000019	 -0.001373
1	 117467.584000	 -0.006283	 -0.003079	 -0.156399	 0.036306	 -0.018548	 9.878742	 0.001833	 -0.000006	 0.000065	 1.014404	 0.298584	 -3.379395	 0.999999	 -0.000055	 -0.000027	 -0.001365
1	 117467.595000	 -0.006283	 -0.003079	 -0.156399	 0.007083	 -0.018269	 9.876678	 0.000000	 0.000000	 0.000000	 1.005859	 0.302734	 -3.379639	 0.999999	 -0.000055	 -0.000027	 -0.001365
1	 117467.595000	 -0.006699	 -0.003097	 -0.162780	 0.010629	 -0.054011	 9.821948	 0.001910	 0.001718	 -0.001867	 1.008057	 0.298584	 -3.381592	 0.999999	 -0.000058	 -0.000027	 -0.001421
1	 117467.605000	 -0.006983	 -0.002083	 -0.162981	 0.010848	 -0.024753	 9.818613	 0.001860	 0.003652	 -0.000144	 1.008301	 0.298584	 -3.383789	 0.999999	 -0.000061	 -0.000018	 -0.001422
1	 117467.614000	 -0.006617	 -0.002123	 -0.165427	 0.006133	 -0.046908	 9.880016	 0.003743	 0.001711	 -0.001802	 1.008057	 0.298584	 -3.379395	 0.999999	 -0.000058	 -0.000018	 -0.001444
1	 117467.624000	 -0.005170	 -0.003734	 -0.165405	 0.006577	 -0.017425	 9.876680	 0.005485	 -0.001848	 0.000299	 1.010254	 0.300781	 -3.384033	 0.999999	 -0.000045	 -0.000033	 -0.001443
1	 117467.635000	 -0.006677	 -0.004438	 -0.166734	 -0.020994	 -0.049468	 9.848921	 -0.000191	 0.000316	 0.005481	 1.008545	 0.292236	 -3.390137	 0.999999	 -0.000058	 -0.000039	 -0.001455
1	 117467.645000	 -0.005148	 -0.003537	 -0.168616	 -0.021148	 -0.049244	 9.848922	 0.005653	 0.003429	 -0.003669	 1.010010	 0.302734	 -3.379639	 0.999999	 -0.000045	 -0.000031	 -0.001471
1	 117467.645000	 -0.006768	 -0.003488	 -0.173102	 0.008299	 -0.020112	 9.847649	 0.000014	 0.001829	 -0.000105	 1.008057	 0.298584	 -3.381592	 0.999999	 -0.000059	 -0.000030	 -0.001511
1	 117467.654000	 -0.007083	 -0.002420	 -0.172431	 0.036854	 -0.049343	 9.853057	 0.001797	 0.003757	 0.001682	 1.012451	 0.296631	 -3.381348	 0.999999	 -0.000062	 -0.000021	 -0.001505
1	 117467.664000	 -0.006740	 -0.002278	 -0.177277	 0.005810	 -0.016449	 9.876682	 0.003680	 0.001816	 0.000025	 1.010498	 0.292236	 -3.378906	 0.999999	 -0.000059	 -0.000020	 -0.001547
