DevID	 CerebusTime	 Roll	 Pitch	 Yaw	 xAcc	 yAcc	 zAcc	 xGyro	 yGyro	 zGyro	 xMagn	 yMagn	 zMagn
2	 5.788967	 0.000000	 0.000000	 0.000000	 -0.425957	 9.327314	 2.447943	 -0.080158	 -0.011225	 0.038015	 -0.501221	 -0.399902	 -0.298828
1	 5.788967	 0.000000	 0.000000	 0.000000	 9.906286	 -0.063666	 0.121899	 -0.016482	 0.045117	 0.105943	 -0.454834	 0.418945	 -0.089111
2	 5.798967	 -0.035310	 -0.009655	 0.005375	 -0.343468	 9.203136	 2.451429	 -0.073991	 -0.001866	 0.023764	 -0.496826	 -0.397705	 -0.298828
1	 5.798967	 0.058053	 -0.019287	 -0.013319	 9.997995	 -0.121276	 0.160840	 -0.025929	 0.052361	 0.111068	 -0.456787	 0.416748	 -0.078369
2	 5.798967	 -0.072070	 0.000092	 0.023112	 -0.255608	 9.249121	 2.552746	 -0.084020	 0.013648	 0.005618	 -0.496826	 -0.401855	 -0.296387
1	 5.808967	 0.126018	 -0.042755	 -0.037740	 10.098704	 -0.304545	 0.124946	 -0.037336	 0.063103	 0.114177	 -0.459229	 0.418945	 -0.086914
2	 5.808967	 -0.122898	 0.007250	 0.037340	 -0.279083	 9.364180	 2.594797	 -0.107230	 0.023914	 -0.005669	 -0.501221	 -0.395508	 -0.296631
1	 5.817600	 0.185200	 -0.071524	 -0.053246	 10.073156	 -0.371423	 0.165614	 -0.030331	 0.072417	 0.111880	 -0.452637	 0.418945	 -0.089111
2	 5.818967	 -0.179319	 0.033485	 0.049471	 -0.334019	 9.425569	 2.575520	 -0.131780	 0.043603	 -0.024048	 -0.496826	 -0.399658	 -0.294189
1	 5.818967	 0.247568	 -0.107509	 -0.052645	 10.020325	 -0.469030	 0.209585	 -0.017476	 0.072513	 0.104557	 -0.463623	 0.418945	 -0.084717
2	 5.828967	 -0.256538	 0.062493	 0.077500	 -0.489793	 9.317209	 2.543448	 -0.163711	 0.061721	 -0.042651	 -0.496826	 -0.399902	 -0.303223
1	 5.828967	 0.298165	 -0.138662	 -0.057664	 9.927775	 -0.422465	 0.238934	 -0.008400	 0.075944	 0.093393	 -0.459229	 0.418945	 -0.084717
2	 5.838967	 -0.330226	 0.108504	 0.108289	 -0.584089	 9.290217	 2.550054	 -0.172404	 0.074897	 -0.044303	 -0.492676	 -0.397705	 -0.298828
1	 5.838967	 0.327246	 -0.165527	 -0.059472	 9.864554	 -0.372242	 0.268296	 0.006422	 0.073441	 0.069703	 -0.457031	 0.418945	 -0.082764
2	 5.848967	 -0.408047	 0.141178	 0.150765	 -0.623730	 9.228234	 2.586735	 -0.166378	 0.092959	 -0.041749	 -0.503418	 -0.397705	 -0.298828
1	 5.848967	 0.359524	 -0.195974	 -0.050250	 9.742979	 -0.324419	 0.297317	 0.021210	 0.071393	 0.055167	 -0.454834	 0.423340	 -0.084717
2	 5.848967	 -0.469787	 0.181195	 0.185368	 -0.628973	 9.224650	 2.598222	 -0.145889	 0.105038	 -0.038992	 -0.497070	 -0.395508	 -0.301025
1	 5.858967	 0.386486	 -0.216881	 -0.044127	 9.655014	 -0.334115	 0.302456	 0.045566	 0.058416	 0.035711	 -0.456787	 0.416748	 -0.082764
2	 5.858967	 -0.523539	 0.211440	 0.233815	 -0.632386	 9.223465	 2.578566	 -0.116700	 0.105718	 -0.032689	 -0.496826	 -0.397705	 -0.301025
1	 5.868967	 0.400960	 -0.228019	 -0.005006	 9.590934	 -0.258960	 0.238735	 0.083363	 0.027785	 0.020868	 -0.457031	 0.423340	 -0.082764
2	 5.868967	 -0.000000	 -0.000000	 0.000000	 -0.668486	 9.139388	 2.519651	 -0.078258	 0.106210	 -0.029798	 -0.496826	 -0.397705	 -0.303467
1	 5.868967	 0.000000	 0.000000	 -0.000000	 9.558225	 -0.209809	 0.175731	 0.115518	 0.000796	 0.009504	 -0.450439	 0.418945	 -0.084717
2	 5.878967	 -0.016348	 0.024553	 0.046208	 -0.668788	 9.223642	 2.558684	 -0.038315	 0.100976	 -0.021539	 -0.492676	 -0.395508	 -0.307861
1	 5.878967	 -0.007374	 0.009946	 0.065565	 9.584032	 -0.156072	 0.110912	 0.138289	 -0.020658	 0.005174	 -0.456787	 0.416748	 -0.084717
2	 5.888967	 -0.016554	 0.055732	 0.105382	 -0.723465	 9.316306	 2.533692	 -0.011072	 0.099829	 -0.013483	 -0.492676	 -0.397705	 -0.303467
1	 5.888967	 -0.024344	 0.023898	 0.132654	 9.636791	 -0.068117	 0.070771	 0.146070	 -0.033292	 0.004018	 -0.452393	 0.416748	 -0.082764
2	 5.898967	 -0.013865	 0.072637	 0.151095	 -0.694983	 9.425199	 2.630643	 0.001468	 0.097339	 -0.005875	 -0.499268	 -0.395508	 -0.305664
1	 5.898967	 -0.039833	 0.038929	 0.200342	 9.664038	 -0.037438	 0.064855	 0.142643	 -0.040536	 0.008055	 -0.452637	 0.418945	 -0.089111
2	 5.898967	 -0.014680	 0.092233	 0.189484	 -0.691748	 9.539830	 2.667797	 -0.013625	 0.088497	 -0.001101	 -0.494873	 -0.397705	 -0.305664
1	 5.908967	 -0.060007	 0.060425	 0.266162	 9.754261	 -0.067359	 0.006273	 0.139287	 -0.049702	 0.010365	 -0.450195	 0.416748	 -0.086914
2	 5.908967	 -0.028505	 0.104681	 0.226743	 -0.662697	 9.566545	 2.672805	 -0.032329	 0.076295	 -0.002051	 -0.494629	 -0.399902	 -0.305664
1	 5.918967	 -0.083586	 0.081467	 0.326336	 9.813454	 -0.073719	 -0.085468	 0.126831	 -0.061009	 0.012774	 -0.457031	 0.418945	 -0.086914
2	 5.918967	 -0.049786	 0.131250	 0.257553	 -0.661146	 9.596562	 2.648968	 -0.061505	 0.077385	 -0.006537	 -0.501221	 -0.399902	 -0.310059
1	 5.918967	 -0.104897	 0.106706	 0.384588	 9.872323	 -0.077561	 -0.148360	 0.121112	 -0.055220	 0.021618	 -0.459229	 0.418945	 -0.084717
2	 5.928967	 -0.089201	 0.143632	 0.292309	 -0.666812	 9.536570	 2.650357	 -0.085698	 0.068904	 -0.003873	 -0.497070	 -0.393555	 -0.308105
1	 5.928967	 -0.122101	 0.135307	 0.436675	 9.870248	 -0.050884	 -0.156032	 0.110077	 -0.054996	 0.032590	 -0.452637	 0.418945	 -0.086914
2	 5.938967	 -0.137052	 0.157371	 0.320760	 -0.635884	 9.536423	 2.600863	 -0.104060	 0.065912	 -0.006357	 -0.494873	 -0.397705	 -0.310303
1	 5.938967	 -0.140506	 0.162393	 0.474592	 9.899192	 -0.048525	 -0.130887	 0.102308	 -0.042355	 0.033711	 -0.456787	 0.412354	 -0.084717
2	 5.948967	 -0.184557	 0.166923	 0.354133	 -0.699497	 9.479708	 2.601122	 -0.102518	 0.063777	 0.000953	 -0.501221	 -0.395508	 -0.307861
1	 5.948967	 -0.142301	 0.186068	 0.511087	 9.840684	 -0.055473	 -0.133417	 0.077728	 -0.021035	 0.036155	 -0.459229	 0.418945	 -0.082764
2	 5.948967	 0.000000	 -0.000000	 0.000000	 -0.671062	 9.475701	 2.610166	 -0.092055	 0.059318	 0.013955	 -0.490479	 -0.395508	 -0.310303
1	 5.958967	 0.000000	 0.000000	 0.000000	 9.787706	 -0.142783	 -0.066166	 0.044015	 -0.000531	 0.029452	 -0.454834	 0.418945	 -0.089111
2	 5.958967	 -0.027619	 0.000351	 0.034171	 -0.641790	 9.445049	 2.586294	 -0.061000	 0.061756	 0.020498	 -0.497070	 -0.393555	 -0.308105
1	 5.968967	 0.014008	 0.006407	 0.006812	 9.764720	 -0.240520	 -0.113760	 0.015870	 0.018231	 0.021018	 -0.457275	 0.425537	 -0.089111
2	 5.968967	 -0.036095	 0.002741	 0.069591	 -0.584622	 9.384044	 2.559436	 -0.026456	 0.058578	 0.026955	 -0.490723	 -0.393555	 -0.312500
1	 5.968967	 0.028481	 0.008894	 -0.003545	 9.797853	 -0.297829	 -0.105457	 0.002838	 0.024389	 0.007807	 -0.454834	 0.418945	 -0.089111
2	 5.978967	 -0.034989	 -0.000526	 0.102327	 -0.552667	 9.383967	 2.532809	 -0.000775	 0.059552	 0.027792	 -0.492920	 -0.393555	 -0.305664
1	 5.978967	 0.038547	 0.001418	 -0.001235	 9.831430	 -0.360548	 -0.154923	 0.006372	 0.029172	 -0.007136	 -0.452393	 0.414551	 -0.089111
2	 5.988967	 -0.024343	 0.003819	 0.141186	 -0.522642	 9.382247	 2.533862	 0.012154	 0.061016	 0.026417	 -0.492920	 -0.393555	 -0.312500
1	 5.988967	 0.044492	 -0.012966	 0.022063	 9.862475	 -0.383468	 -0.119932	 0.024605	 0.033031	 -0.014662	 -0.452393	 0.414551	 -0.091309
2	 5.998967	 -0.018120	 0.000787	 0.171642	 -0.576494	 9.444858	 2.533466	 0.010151	 0.055589	 0.026160	 -0.490723	 -0.391357	 -0.305908
1	 5.998967	 0.050505	 -0.024884	 0.039352	 9.831370	 -0.355009	 -0.120638	 0.037640	 0.027673	 -0.019841	 -0.452393	 0.414551	 -0.091309
2	 5.998967	 -0.016304	 0.003548	 0.209983	 -0.599384	 9.534495	 2.537619	 -0.004316	 0.059807	 0.024015	 -0.490723	 -0.393555	 -0.312500
1	 6.008967	 0.050212	 -0.038491	 0.095457	 9.827290	 -0.292151	 -0.096309	 0.058288	 0.013840	 -0.017184	 -0.450439	 0.421143	 -0.089111
2	 6.008967	 -0.026488	 0.002433	 0.243117	 -0.602576	 9.503115	 2.565464	 -0.024451	 0.060489	 0.023392	 -0.492676	 -0.395508	 -0.307861
1	 6.018967	 0.047257	 -0.039229	 0.131754	 9.790461	 -0.180123	 -0.138072	 0.077159	 -0.001776	 -0.012589	 -0.448242	 0.418945	 -0.091309
2	 6.018967	 -0.036332	 0.008695	 0.276937	 -0.597810	 9.479586	 2.477826	 -0.033784	 0.058844	 0.026700	 -0.494873	 -0.395508	 -0.310303
1	 6.018967	 0.048290	 -0.024063	 0.176347	 9.725639	 -0.089492	 -0.090791	 0.094390	 -0.023038	 -0.009506	 -0.450684	 0.427734	 -0.093506
2	 6.028967	 -0.049308	 0.002411	 0.310681	 -0.654833	 9.455961	 2.445043	 -0.030371	 0.058463	 0.034135	 -0.492920	 -0.393555	 -0.314941
1	 6.028967	 0.035148	 -0.009153	 0.223875	 9.717510	 0.030300	 -0.077606	 0.100412	 -0.038769	 0.000585	 -0.455078	 0.425537	 -0.091309
2	 6.038967	 -0.000000	 -0.000000	 0.000000	 -0.684281	 9.455626	 2.473912	 -0.017689	 0.059663	 0.040099	 -0.490479	 -0.397705	 -0.310303
1	 6.038967	 0.000000	 0.000000	 0.000000	 9.715931	 0.051831	 -0.142622	 0.104275	 -0.045107	 0.015638	 -0.450439	 0.423340	 -0.089111
2	 6.048967	 -0.002922	 -0.015798	 0.032568	 -0.740372	 9.513845	 2.533592	 -0.009213	 0.051579	 0.052928	 -0.499512	 -0.389160	 -0.310303
1	 6.048967	 -0.007941	 0.020573	 0.049146	 9.715890	 0.050313	 -0.145940	 0.103957	 -0.035759	 0.018761	 -0.452637	 0.423340	 -0.093506
2	 6.048967	 -0.004551	 -0.033822	 0.051839	 -0.680517	 9.480727	 2.535793	 -0.014844	 0.056937	 0.062107	 -0.497070	 -0.397705	 -0.310303
1	 6.058967	 0.003003	 0.054728	 0.081058	 9.688595	 0.017176	 -0.145004	 0.094443	 -0.026183	 0.031030	 -0.454834	 0.421143	 -0.084717
2	 6.058967	 -0.005751	 -0.055212	 0.087436	 -0.651281	 9.420517	 2.533808	 -0.005881	 0.054660	 0.065995	 -0.495117	 -0.389160	 -0.310303
1	 6.068967	 0.003719	 0.078633	 0.122015	 9.688752	 0.010956	 -0.176148	 0.087039	 -0.024386	 0.034584	 -0.446045	 0.418945	 -0.084961
2	 6.068967	 0.000679	 -0.078734	 0.095664	 -0.627622	 9.300105	 2.555998	 0.001130	 0.048785	 0.069689	 -0.488525	 -0.393555	 -0.314941
